mean_intensity,std_intensity,skewness,max_intensity,contrast,energy,homogeneity,dissimilarity,correlation,entropy,tumor_type
0.3079714738782572,0.10988573070525301,1.6827974848772067,0.9803921568627451,113.34093137254897,0.3239754116895808,0.5714288406035826,4.449785539215685,0.9635598397401353,8.016628507522372,glioma
0.2404165229173206,0.08828515504163861,1.7400920556787802,0.9450980392156862,72.70364583333335,0.32939033296110265,0.6216052453646921,3.5054227941176475,0.9622592783084876,7.367600835797131,glioma
0.19935188446636137,0.07413575028842424,2.7122292442478813,0.8980392156862745,48.63976715686274,0.38507679306461484,0.7463138121264183,2.246017156862746,0.9624880198989388,5.735734420734042,glioma
0.3630649150905408,0.13850263729266404,1.174520312356926,0.9058823529411765,125.99157475490196,0.2950001888179957,0.5733195124993634,4.927665441176471,0.9686360739448756,8.119331043202848,glioma
0.26066445748206146,0.08427578806663898,1.7560718319208337,0.8705882352941177,66.12849264705882,0.3061404398032243,0.6126109437967316,3.3059742647058825,0.9688932548513755,7.550104411259574,glioma
0.36761181254012415,0.11567693002708523,1.683045792455396,0.9686274509803922,70.51669730392155,0.3465194979212952,0.6733587160355097,2.937561274509803,0.9817670479358582,6.695853704902673,glioma
0.2966657968347273,0.11994967844269894,1.714669879141517,0.9568627450980393,104.4602941176471,0.3479013438235748,0.621435317822377,4.154901960784315,0.9650082763800868,7.287394989905993,glioma
0.2755920740004538,0.10371922682804383,2.7414857686209357,0.9490196078431372,148.54730392156864,0.34237606593115244,0.6531719348779889,4.007843137254902,0.9458646088498596,6.9181848822561705,glioma
0.2635120975728186,0.08420337913498256,2.5461483717703977,0.9450980392156862,105.47824754901963,0.3250696132009331,0.6134173891041763,3.8441482843137265,0.9545022455326518,7.339769386926147,glioma
0.2658073780994706,0.08802164334748185,2.6933878672967446,0.9058823529411765,140.6002757352941,0.33971372618574075,0.6307274117904185,4.174816176470588,0.9419501230954687,7.2103791007545945,glioma
0.2861057415995796,0.10885582286536716,1.8194377202125418,0.9176470588235294,102.23848039215686,0.33168162683201385,0.6133033406651099,4.035784313725491,0.9637667637292646,7.485492624627292,glioma
0.3199107129147666,0.12349133659164098,1.1748350757688704,0.9176470588235294,142.5478553921569,0.3411073062198869,0.6270528848630604,4.984099264705883,0.9570135563702022,7.48462091183249,glioma
0.15908753352253022,0.07068545814838322,2.25972538629708,0.9803921568627451,52.02279411764705,0.3375906171373198,0.646094907174604,2.8623468137254897,0.9405105232138478,6.901585346391213,glioma
0.29059235766195257,0.1252207454079495,2.235979821586669,0.9333333333333333,113.81562500000003,0.3754872980456606,0.7083943249981576,3.3303615196078438,0.9564584867951683,6.2195222991436605,glioma
0.2531637987198449,0.10219605335656695,2.690649424341137,0.9176470588235294,126.57833946078433,0.3697489248134763,0.7225508960057078,3.3521752450980395,0.9378787348282351,6.069752068503973,glioma
0.29121231984333146,0.10718573986853723,1.385361717013925,0.9098039215686274,112.21602328431375,0.33779470363379005,0.6001099524364143,4.475765931372551,0.9619510624753577,7.693962958285507,glioma
0.2601380102602839,0.10210060869115366,2.1619471861159405,0.9647058823529412,79.33131127450979,0.343062099742695,0.6527276012590746,3.418872549019608,0.9680722222840552,6.976232274615932,glioma
0.29049539724617746,0.11451503896767175,1.1256871274221811,0.8431372549019608,43.66580882352943,0.37184759287008995,0.6943642845723965,2.6743566176470592,0.9825573200006416,6.36170917705632,glioma
0.278626775837972,0.08854984652147802,2.3346245742922163,0.9647058823529412,77.30364583333333,0.33709296754080886,0.6369158231320857,3.0426470588235293,0.9708336829124281,7.049396170737496,glioma
0.303679904904484,0.12150044900965538,1.7944257524506702,0.8705882352941177,117.37751225490196,0.324029638810638,0.6368207396551316,4.137285539215686,0.9616634660580718,7.3638247036079,glioma
0.27186506283878187,0.11155643373208708,1.2417906894572277,0.9098039215686274,94.14476102941178,0.34086623979126357,0.5906551847666315,4.150030637254902,0.9646971716183593,7.7256445191539065,glioma
0.2466871807285751,0.11051446636835671,2.3057872708672242,0.8941176470588236,97.90392156862748,0.3563461152748058,0.6467490051703642,3.6517769607843142,0.9589467808381149,7.002982413360104,glioma
0.2873833539447891,0.10614602275113288,1.9568235789041049,0.9372549019607843,88.79442401960785,0.3487669959052688,0.6167907843220697,3.6915134803921563,0.9680992213457207,7.373862939187485,glioma
0.327390384285032,0.108212065374061,1.9432927011641614,0.9529411764705882,71.68495710784312,0.35571153615323503,0.6438805946120025,3.1778799019607833,0.9786481145397116,6.922917562750632,glioma
0.3157120383490844,0.11482657186902098,1.2569996310789007,0.9647058823529412,116.51991421568628,0.32353789728089893,0.5952036904243887,4.755821078431374,0.9620736904104776,7.748187317278094,glioma
0.2763061132850087,0.11149719380089901,2.1596595819214457,0.9568627450980393,66.8799632352941,0.3529107642939803,0.6730304450825128,3.16173406862745,0.9753872807712931,6.661449954845017,glioma
0.2581490515988857,0.11493480374853236,2.351884451528835,0.9294117647058824,129.56096813725495,0.33429501608213863,0.5903805994421412,4.461182598039216,0.9512090130708858,7.4781111242669285,glioma
0.23548413586055916,0.099343452741773,2.304385265676208,0.9372549019607843,60.503278186274514,0.35750455853206664,0.6711992077266318,2.9721200980392157,0.970519546941344,6.605048866709655,glioma
0.25434910055848686,0.10284681423280305,2.3799873111199665,0.9647058823529412,100.13207720588238,0.3393802589923589,0.6562787475255178,3.4871936274509814,0.9544381989069015,6.966373021757776,glioma
0.3157120383490844,0.11482657186902098,1.2569996310789007,0.9647058823529412,116.51991421568628,0.32353789728089893,0.5952036904243887,4.755821078431374,0.9620736904104776,7.748187317278094,glioma
0.36448608331475013,0.17111606200798465,1.3760821756150088,0.9647058823529412,73.62561274509805,0.26785172890216213,0.6654472659016203,3.0417892156862747,0.9844006837498005,7.281859687158231,glioma
0.28050042102730666,0.126242834039496,1.717172871453432,0.9176470588235294,100.03753063725489,0.3432438218076041,0.634933420141161,3.847273284313725,0.9636999396946693,7.261198845247756,glioma
0.2573879935937674,0.11689486732978366,1.8104235623784755,0.9254901960784314,85.85183823529411,0.35378095595395126,0.6672052511279439,3.4748774509803932,0.962240160136541,6.914252303756996,glioma
0.22646203941643464,0.09752354924831763,2.5668910548112707,0.9215686274509803,88.31798406862747,0.34903052464851186,0.6692834873940072,3.285539215686276,0.9530188243693252,6.767877529218246,glioma
0.24926425483701026,0.10325602775410068,2.5524739289695075,0.9450980392156862,90.95670955882352,0.3732256318171024,0.7017457364255488,3.1688725490196075,0.9579969087836242,6.307849615150181,glioma
0.25384442918379574,0.09543485209307968,2.1708214777759496,0.9333333333333333,96.1796875,0.3704414196375026,0.6886049061240707,3.334834558823529,0.9591834619482118,6.540562782299823,glioma
0.33119713093985104,0.11490760668281036,1.4819675482171109,0.9411764705882353,182.20208333333335,0.22071557452243035,0.4672027690649392,6.346752450980392,0.953890142500158,9.483693928295093,glioma
0.2782592409913291,0.11039008973998432,1.9211685873768172,0.9215686274509803,130.56026348039217,0.22187313090593824,0.5015823703205063,5.170710784313726,0.9532406601422629,9.047044813822303,glioma
0.32289653043292404,0.12076735291863791,1.551751199938152,0.9882352941176471,158.11924019607844,0.23617568006442116,0.4927080029744201,5.868688725490196,0.9588197343557009,9.20087544266695,glioma
0.33085578520134334,0.1247311485382642,1.5531792895063365,0.9803921568627451,134.56461397058825,0.24787614575595002,0.5399482366849018,5.287009803921571,0.9640226809074479,8.707370131749773,glioma
0.28073456635336774,0.09787829971962847,1.9864498734757536,0.9803921568627451,101.88033088235292,0.273688931497295,0.5822109417374475,4.194822303921568,0.9638497556412648,8.039950710236015,glioma
