mean_intensity,std_intensity,skewness,max_intensity,contrast,energy,homogeneity,dissimilarity,correlation,entropy,tumor_type
0.4612366692388358,0.1520539092255529,0.8183577515463442,0.9568627450980391,34.98832720588235,0.3465919406170911,0.6840864786318601,2.380851715686274,0.9936873306018452,6.671350135076505,meningioma
0.4472374016015126,0.1480344025968309,1.1252346438638618,1.0,81.71165747549021,0.12451517653907,0.4228952256072483,4.660523897058825,0.9876151979160626,10.070379199875088,meningioma
0.276132692070539,0.1087925352482639,3.0369699160279016,0.9686274509803922,130.7950980392157,0.3659820680639074,0.7216584029612293,3.302849264705883,0.9458791758418124,6.110427662978986,glioma
0.7269836570850768,0.1272666483024895,-0.2163881029209124,1.0,496.6638786764706,0.2966022116005289,0.4006827809354021,11.013694852941178,0.969500606995778,10.014824572726042,notumor
0.2772553113370356,0.1040831238839207,1.7189821622430077,0.9137254901960784,139.58403799019607,0.1073291479987418,0.3926271441821191,6.037316176470587,0.9469412773603632,10.01379460989945,pituitary
0.3340493410915946,0.0912347542312441,1.4937699917486171,0.9176470588235294,162.3419424019608,0.087473112509122,0.326328480916577,6.576011029411764,0.9518388372297168,10.657897379843735,pituitary
0.2865452777993926,0.0935661765923147,2.1468639495271784,0.9490196078431372,120.24765625000002,0.0908737513757876,0.4146519782800064,5.174770220588237,0.953840863122848,10.229914474060678,meningioma
0.5952761111887575,0.1575970889966172,0.6358444019870326,1.0,443.5134957107843,0.1175379318050868,0.3371615025510771,9.85173100490196,0.9625622212057152,10.97930126441088,notumor
0.329617877579801,0.1175625875581416,1.970535087505074,0.9607843137254902,222.49528186274503,0.0862449255281729,0.2745890386392142,8.346446078431374,0.933362865052268,11.373482658454824,pituitary
0.3703791273397527,0.1289527453353358,1.284609286132962,0.996078431372549,195.01731004901964,0.2783810999716034,0.5321767281238637,6.105514705882354,0.9578287767238712,8.745360067866773,pituitary
0.2936235091710319,0.1148559209851667,1.5220209133657296,0.976470588235294,132.87362132352942,0.2563081564287149,0.5258464058756559,5.310661764705883,0.9575084751761715,8.783280258334607,glioma
0.3373235909660668,0.1218598006477737,2.1605925138317037,0.976470588235294,165.22113970588242,0.0301527327201904,0.2323479980000742,7.328308823529412,0.9404843276037084,11.738762379580113,pituitary
0.3582872939980089,0.126398987765782,1.195791066610751,0.9607843137254902,31.97310049019608,0.4489918984173442,0.770519063447605,1.9471813725490197,0.989765717547867,5.212363718625994,glioma
0.4049464002967429,0.1259922756583626,1.3078054602064244,0.9882352941176472,45.62435661764706,0.3361344478154828,0.6779499671925927,2.6481004901960787,0.9905088643334924,6.660989427510042,meningioma
0.3166631099934826,0.126334772998663,1.5735880095966934,0.9568627450980391,53.656403186274495,0.3746242917211472,0.7080424109947947,2.770772058823529,0.9840368392816012,6.299626679253498,glioma
0.3043636122649836,0.119400071067176,1.7616047310056815,0.9647058823529412,116.796875,0.2255619405188948,0.4959552330163294,5.103768382352942,0.9650326674354348,9.233225424517384,glioma
0.4868898959929575,0.149348360987169,1.2232024634930507,1.0,282.1483302696078,0.0773434587361845,0.2742133153658331,9.470235906862746,0.960258372412194,11.96006555215462,notumor
0.3349484497965407,0.1095573529476131,1.3294203866559349,0.9176470588235294,124.61902573529414,0.1855785869076577,0.4817719165585949,5.241636029411764,0.9673484489687548,9.36835247158928,meningioma
0.3455959565605723,0.1293967272364581,1.907037935437488,0.984313725490196,132.51455269607845,0.0873240799871596,0.3989907165572406,5.147702205882354,0.9660291204662692,10.321224213964836,meningioma
0.3948473003699497,0.141113792406458,2.7809875507370725,1.0,259.22519914215684,0.0989511130403704,0.3826854394007658,6.3071231617647046,0.944300716418521,9.7046389133856,notumor
0.2759738788947978,0.1297623725021947,2.297107432745443,0.992156862745098,144.610018382353,0.1290195098463714,0.3938088844865258,6.110202205882354,0.9547262709202384,10.144583213341564,notumor
0.3471427905024024,0.1173834666043102,1.694510754846598,0.992156862745098,161.77689950980394,0.0888587530252218,0.349144148625803,6.385110294117648,0.9586837821583862,10.621829057066966,pituitary
0.7412308372940023,0.1228121394043471,0.2367473841348545,1.0,343.819868259804,0.2052451114388983,0.4818227804701321,7.55482536764706,0.972087236807205,9.267484579664734,notumor
0.3128405848499991,0.115265264625033,1.6367340096718703,0.9803921568627452,47.37000612745099,0.3699103776041746,0.7086077487345713,2.5167585784313733,0.9838205943384548,6.307750327667265,glioma
0.3241619885196693,0.1146424226525018,1.8017933053501205,0.9686274509803922,133.52113970588235,0.2006541663862168,0.529030337763993,4.9038909313725485,0.9641381002434748,8.895142287576283,meningioma
